discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text,premise_1,premise_2,conjunction_text,non_relevant,is_dismissed,dismissal_reason
disc_lead_00615,essay_01014,Seeking the Author,Effective,3,3.0,9,No,No,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00616,essay_01015,Exploring Venus,Adequate,2,3.0,8,Yes,No,Hispanic/Latino,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00617,essay_01016,Car-free cities,Adequate,2,2.0,12,No,No,Black/African American,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00618,essay_01017,Driverless cars,Adequate,2,3.0,8,No,No,Asian,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00619,essay_01018,Facial Action Coding System,Adequate,2,4.0,8,No,No,White,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00620,essay_01019,Seeking the Author,Adequate,2,4.0,10,Yes,No,Black/African American,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00621,essay_01020,Exploring Venus,Adequate,2,3.0,8,No,Yes,Asian,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00622,essay_01021,Car-free cities,Ineffective,1,2.0,11,No,No,Black/African American,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00623,essay_01022,Driverless cars,Ineffective,1,4.0,12,No,No,Hispanic/Latino,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00624,essay_01023,Facial Action Coding System,Ineffective,1,5.0,10,No,No,Black/African American,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00625,essay_01024,Seeking the Author,Effective,3,3.0,10,No,No,Asian,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00626,essay_01025,Exploring Venus,Effective,3,4.0,10,Yes,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00627,essay_01026,Car-free cities,Effective,3,3.0,11,No,No,Asian,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00628,essay_01027,Driverless cars,Adequate,2,2.0,8,No,No,White,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00629,essay_01028,Facial Action Coding System,Adequate,2,4.0,11,No,No,Asian,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00630,essay_01029,Seeking the Author,Adequate,2,3.0,11,No,No,White,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00631,essay_01030,Exploring Venus,Adequate,2,3.0,10,No,No,Hispanic/Latino,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00632,essay_01031,Car-free cities,Adequate,2,4.0,9,No,No,Black/African American,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00633,essay_01032,Driverless cars,Adequate,2,3.0,10,No,No,Hispanic/Latino,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00634,essay_01033,Facial Action Coding System,Ineffective,1,5.0,11,No,No,Hispanic/Latino,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00635,essay_01034,Seeking the Author,Ineffective,1,3.0,9,No,Yes,White,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00636,essay_01035,Exploring Venus,Ineffective,1,4.0,10,Yes,No,White,No,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00637,essay_01036,Car-free cities,Effective,3,4.0,12,No,No,Asian,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00638,essay_01037,Driverless cars,Effective,3,2.0,12,No,No,Black/African American,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00639,essay_01038,Facial Action Coding System,Effective,3,4.0,9,No,No,Asian,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00640,essay_01039,Seeking the Author,Adequate,2,3.0,12,Yes,No,White,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00641,essay_01040,Exploring Venus,Adequate,2,4.0,8,Yes,No,Asian,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00642,essay_01041,Car-free cities,Adequate,2,3.0,12,No,No,Black/African American,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00643,essay_01042,Driverless cars,Adequate,2,4.0,10,Yes,No,Black/African American,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
