discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text
disc_lead_01240,essay_02276,Car-free cities,Adequate,2,3.0,10,No,Yes,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01241,essay_02277,Driverless cars,Adequate,2,4.0,10,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01242,essay_02278,Facial Action Coding System,Effective,3,1.0,8,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01243,essay_02279,Seeking the Author,Ineffective,1,2.0,6,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01244,essay_02280,Exploring Venus,Adequate,2,3.0,9,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01245,essay_02281,Car-free cities,Adequate,2,2.0,6,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01246,essay_02282,Driverless cars,Adequate,2,3.0,10,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01247,essay_02283,Facial Action Coding System,Effective,3,1.0,6,No,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01248,essay_02284,Seeking the Author,Ineffective,1,2.0,9,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01249,essay_02285,Exploring Venus,Adequate,2,2.0,10,Yes,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01250,essay_02286,Car-free cities,Adequate,2,2.0,9,Yes,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01251,essay_02287,Driverless cars,Adequate,2,3.0,6,Yes,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01252,essay_02288,Facial Action Coding System,Effective,3,3.0,9,No,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01253,essay_02289,Seeking the Author,Ineffective,1,2.0,10,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01254,essay_02290,Exploring Venus,Adequate,2,1.0,8,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01255,essay_02291,Car-free cities,Adequate,2,2.0,8,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01256,essay_02292,Driverless cars,Adequate,2,2.0,6,Yes,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01257,essay_02293,Facial Action Coding System,Effective,3,3.0,10,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01258,essay_02294,Seeking the Author,Ineffective,1,3.0,10,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01259,essay_02295,Exploring Venus,Adequate,2,3.0,11,No,No,Asian,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01260,essay_02296,Car-free cities,Adequate,2,3.0,9,Yes,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01261,essay_02297,Driverless cars,Adequate,2,2.0,8,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01262,essay_02298,Facial Action Coding System,Effective,3,3.0,10,No,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01263,essay_02299,Seeking the Author,Ineffective,1,3.0,6,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01264,essay_02000,Exploring Venus,Adequate,2,1.0,10,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01265,essay_02001,Car-free cities,Adequate,2,4.0,11,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01266,essay_02002,Driverless cars,Adequate,2,2.0,8,Yes,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01267,essay_02003,Facial Action Coding System,Effective,3,3.0,11,No,Yes,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01268,essay_02004,Seeking the Author,Ineffective,1,2.0,6,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01269,essay_02005,Exploring Venus,Adequate,2,4.0,10,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01270,essay_02006,Car-free cities,Adequate,2,1.0,10,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01271,essay_02007,Driverless cars,Adequate,2,4.0,6,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01272,essay_02008,Facial Action Coding System,Effective,3,2.0,6,Yes,No,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01273,essay_02009,Seeking the Author,Ineffective,1,2.0,6,No,No,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01274,essay_02010,Exploring Venus,Adequate,2,1.0,6,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01275,essay_02011,Car-free cities,Adequate,2,2.0,6,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01276,essay_02012,Driverless cars,Adequate,2,3.0,11,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01277,essay_02013,Facial Action Coding System,Effective,3,2.0,11,Yes,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01278,essay_02014,Seeking the Author,Ineffective,1,3.0,8,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01279,essay_02015,Exploring Venus,Adequate,2,2.0,11,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01280,essay_02016,Car-free cities,Adequate,2,3.0,8,Yes,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01281,essay_02017,Driverless cars,Adequate,2,2.0,10,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01282,essay_02018,Facial Action Coding System,Effective,3,2.0,11,No,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01283,essay_02019,Seeking the Author,Ineffective,1,3.0,9,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01284,essay_02020,Exploring Venus,Adequate,2,2.0,11,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01285,essay_02021,Car-free cities,Adequate,2,1.0,10,Yes,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01286,essay_02022,Driverless cars,Adequate,2,4.0,6,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01287,essay_02023,Facial Action Coding System,Effective,3,4.0,8,Yes,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01288,essay_02024,Seeking the Author,Ineffective,1,4.0,8,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01289,essay_02025,Exploring Venus,Adequate,2,2.0,9,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01290,essay_02026,Car-free cities,Adequate,2,2.0,8,No,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01291,essay_02027,Driverless cars,Adequate,2,2.0,8,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01292,essay_02028,Facial Action Coding System,Effective,3,2.0,6,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01293,essay_02029,Seeking the Author,Ineffective,1,3.0,6,Yes,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01294,essay_02030,Exploring Venus,Adequate,2,3.0,8,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01295,essay_02031,Car-free cities,Adequate,2,1.0,6,Yes,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01296,essay_02032,Driverless cars,Adequate,2,2.0,8,Yes,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01297,essay_02033,Facial Action Coding System,Effective,3,2.0,8,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01298,essay_02034,Seeking the Author,Ineffective,1,2.0,8,No,Yes,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01299,essay_02035,Exploring Venus,Adequate,2,1.0,8,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01300,essay_02036,Car-free cities,Adequate,2,2.0,8,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01301,essay_02037,Driverless cars,Adequate,2,2.0,6,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01302,essay_02038,Facial Action Coding System,Effective,3,3.0,10,No,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01303,essay_02039,Seeking the Author,Ineffective,1,2.0,11,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01304,essay_02040,Exploring Venus,Adequate,2,2.0,9,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01305,essay_02041,Car-free cities,Adequate,2,2.0,10,Yes,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01306,essay_02042,Driverless cars,Adequate,2,3.0,11,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01307,essay_02043,Facial Action Coding System,Effective,3,3.0,8,No,No,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01308,essay_02044,Seeking the Author,Ineffective,1,2.0,11,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01309,essay_02045,Exploring Venus,Adequate,2,2.0,6,Yes,No,Asian,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01310,essay_02046,Car-free cities,Adequate,2,2.0,11,No,Yes,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01311,essay_02047,Driverless cars,Adequate,2,2.0,10,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01312,essay_02048,Facial Action Coding System,Effective,3,2.0,6,No,Yes,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01313,essay_02049,Seeking the Author,Ineffective,1,4.0,10,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01314,essay_02050,Exploring Venus,Adequate,2,4.0,11,No,No,Asian,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01315,essay_02051,Car-free cities,Adequate,2,2.0,6,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01316,essay_02052,Driverless cars,Adequate,2,2.0,6,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01317,essay_02053,Facial Action Coding System,Effective,3,3.0,8,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01318,essay_02054,Seeking the Author,Ineffective,1,1.0,11,Yes,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01319,essay_02055,Exploring Venus,Adequate,2,1.0,10,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01320,essay_02056,Car-free cities,Adequate,2,3.0,6,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01321,essay_02057,Driverless cars,Adequate,2,3.0,11,No,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01322,essay_02058,Facial Action Coding System,Effective,3,2.0,9,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01323,essay_02059,Seeking the Author,Ineffective,1,2.0,11,No,Yes,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01324,essay_02060,Exploring Venus,Adequate,2,3.0,10,Yes,Yes,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01325,essay_02061,Car-free cities,Adequate,2,2.0,9,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01326,essay_02062,Driverless cars,Adequate,2,3.0,8,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01327,essay_02063,Facial Action Coding System,Effective,3,3.0,8,Yes,No,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01328,essay_02064,Seeking the Author,Ineffective,1,3.0,6,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01329,essay_02065,Exploring Venus,Adequate,2,2.0,10,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_01330,essay_02066,Car-free cities,Adequate,2,3.0,11,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_01331,essay_02067,Driverless cars,Adequate,2,1.0,6,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_01332,essay_02068,Facial Action Coding System,Effective,3,4.0,8,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_01333,essay_02069,Seeking the Author,Ineffective,1,3.0,9,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_01334,essay_02070,Exploring Venus,Adequate,2,2.0,10,No,Yes,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_01335,essay_02071,Car-free cities,Adequate,2,1.0,6,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
